Gender;Husstandny;husstand;FamilieIndkomst_4grupper;USDA_foodinsecurity_DICH;DQS_Cat;A65;LifeSatisfaction;HighPsychDistress;Kessler_raw;pervgt
1;3;3;1;0;2;9;1;0;2;71
1;2;2;1;0;2;8;1;0;3;53
1;1;1;3;0;2;9;1;0;2;2270
1;2;2;1;1;2;7;0;0;7;2489
1;1;1;2;0;2;9;1;0;0;1946
1;2;2;4;0;2;10;1;0;0;2424
1;3;3;1;1;3;1;0;1;16;46
1;2;2;2;0;2;9;1;0;2;2867
1;2;2;3;0;2;10;1;0;0;2707
1;1;1;2;0;2;3;0;0;8;2133
1;2;2;3;0;2;8;1;0;1;2129
1;1;1;1;0;2;4;0;0;8;2000
1;2;2;1;1;2;10;1;0;7;69
1;8;4;1;0;3;7;0;0;2;35
1;1;1;2;0;2;9;1;0;0;1946
1;2;2;4;0;2;2;0;0;6;2110
1;1;1;1;0;2;10;1;0;0;2032
1;1;1;1;1;2;6;0;0;5;1890
1;1;1;2;1;2;2;0;1;24;2556
1;6;4;3;1;1;4;0;0;7;222
1;1;1;3;0;3;9;1;0;0;2583
1;1;1;1;0;2;8;1;0;5;2489
1;2;2;1;0;2;7;0;0;2;66
1;1;1;2;0;2;7;0;0;6;2424
1;3;3;4;0;2;10;1;0;0;2886
1;2;2;3;0;3;8;1;0;0;2424
1;6;4;1;0;1;10;1;0;0;33
1;4;3;3;0;2;7;0;0;7;2886
1;2;2;1;0;2;8;1;0;2;2257
1;5;3;4;0;2;8;1;0;0;2424
1;2;2;2;0;2;9;1;0;1;2561
1;2;2;3;0;2;7;0;0;4;2606
1;1;1;1;0;1;9;1;0;1;2272
1;3;3;3;0;2;2;0;1;18;446
1;2;2;3;0;1;1;0;0;0;2707
1;2;2;3;0;3;1;0;0;2;3033
1;1;1;3;0;2;7;0;0;3;2242
1;2;2;2;1;1;8;1;0;3;2270
1;1;1;4;0;2;8;1;0;0;2105
1;1;1;1;0;2;10;1;#NULL!;#NULL!;4025
1;1;1;2;0;2;8;1;0;2;2520
1;2;2;1;0;2;8;1;0;2;50
1;2;2;4;0;3;8;1;0;0;3033
1;2;2;4;0;2;8;1;0;3;1668
1;2;2;1;0;2;7;0;0;1;88
1;1;1;1;0;1;10;1;0;0;709
1;3;3;4;0;1;10;1;0;0;2424
1;2;2;1;0;3;10;1;0;4;33
1;6;4;4;0;2;8;1;0;3;228
1;5;3;3;0;2;7;0;0;1;319
1;2;2;1;1;2;9;1;0;9;74
1;1;1;1;0;3;8;1;0;1;2077
1;7;4;1;0;2;10;1;0;1;101
1;7;4;4;1;1;4;0;0;10;319
1;2;2;1;0;2;4;0;0;3;45
1;6;4;1;1;1;2;0;1;18;80
1;6;4;3;0;1;3;0;0;7;348
1;2;2;4;0;3;10;1;0;0;2129
1;4;3;1;0;2;7;0;0;4;33
1;1;1;1;1;2;2;0;0;2;38
1;2;2;1;0;2;10;1;0;0;45
1;2;2;3;0;2;2;0;0;2;2424
1;2;2;1;0;2;10;1;0;0;47
1;2;2;2;0;2;10;1;0;1;3087
1;1;1;1;1;2;5;0;0;8;1919
1;3;3;1;1;3;8;1;0;1;35
1;7;4;3;0;2;10;1;0;1;271
1;2;2;3;0;2;9;1;0;3;3234
1;2;2;1;0;2;9;1;0;0;66
1;5;3;4;0;2;9;1;0;0;2424
1;2;2;1;0;2;7;0;0;3;71
1;3;3;4;0;2;8;1;0;1;1668
1;2;2;1;0;2;6;0;0;5;3820
1;5;3;3;0;2;7;0;0;5;2754
1;1;1;1;0;2;8;1;0;4;1909
1;8;4;4;0;1;10;1;0;1;2129
1;3;3;3;0;2;0;0;1;17;3416
1;1;1;1;0;3;8;1;#NULL!;#NULL!;1188
1;4;3;2;0;2;5;0;0;4;1668
1;2;2;1;0;3;8;1;0;1;3720
1;1;1;2;0;2;2;0;0;3;2583
1;2;2;1;0;2;8;1;0;5;50
1;8;4;1;1;1;6;0;1;17;59
1;2;2;1;1;2;8;1;0;1;74
1;2;2;2;0;2;6;0;0;1;2322
1;1;1;1;0;3;8;1;0;10;31
1;2;2;1;0;2;2;0;0;0;52
1;3;3;1;0;2;10;1;0;6;91
1;2;2;4;0;2;8;1;0;3;2110
1;2;2;4;0;2;9;1;0;0;3033
1;5;3;4;0;1;8;1;0;3;1950
1;1;1;1;0;2;4;0;1;15;2272
1;4;3;4;0;2;9;1;0;0;2707
1;2;2;3;0;2;8;1;0;0;2886
1;2;2;1;0;2;9;1;0;3;80
1;2;2;1;0;2;9;1;0;3;2489
1;5;3;1;0;2;8;1;0;5;47
1;7;4;2;0;2;10;1;0;0;503
1;5;3;3;0;3;9;1;0;1;2276
1;1;1;2;0;2;7;0;0;3;3945
1;6;4;2;1;1;8;1;0;2;379
1;2;2;1;0;2;7;0;0;4;71
1;2;2;4;0;2;1;0;0;2;348
1;3;3;1;0;2;4;0;1;16;33
1;4;3;4;0;2;8;1;0;0;1770
1;3;3;3;1;1;5;0;0;11;3563
1;7;4;1;0;2;6;0;0;5;52
1;1;1;3;0;2;8;1;0;1;2492
1;2;2;3;0;2;6;0;0;7;1974
1;6;4;1;0;2;8;1;0;1;25
1;2;2;2;0;2;10;1;0;0;2955
1;4;3;4;0;2;0;0;0;0;2129
1;6;4;3;0;3;9;1;0;0;371
1;6;4;3;0;2;9;1;0;0;2270
1;1;1;2;0;2;5;0;0;8;2270
1;2;2;1;0;2;10;1;0;3;1890
1;5;3;1;0;2;9;1;0;1;69
1;2;2;1;0;2;9;1;0;0;2257
1;8;4;1;1;2;8;1;1;19;80
1;2;2;1;0;2;8;1;0;6;69
1;1;1;2;0;2;7;0;0;0;3973
1;1;1;3;0;1;10;1;0;4;4053
1;2;2;2;1;1;1;0;0;0;3234
1;4;3;1;0;2;10;1;0;4;2077
1;2;2;2;0;2;6;0;0;11;3036
1;1;1;2;1;2;5;0;0;0;3973
1;2;2;1;0;3;10;1;0;8;64
1;2;2;1;0;2;8;1;0;5;52
1;7;4;3;0;2;9;1;0;2;248
1;#NULL!;999;3;1;2;4;0;1;13;2333
1;7;4;3;0;2;8;1;0;2;348
1;4;3;3;0;3;8;1;#NULL!;#NULL!;2379
1;7;4;1;0;2;4;0;0;7;64
1;2;2;1;0;3;8;1;0;0;72
1;5;3;3;0;2;10;1;0;3;2606
1;1;1;2;0;2;10;1;0;1;3945
1;4;3;4;0;2;4;0;0;11;1770
1;2;2;4;0;2;9;1;0;2;3033
1;7;4;2;0;2;8;1;0;5;320
1;3;3;4;0;2;9;1;0;0;2379
1;1;1;1;0;1;9;1;0;0;2483
1;1;1;1;1;1;9;1;0;2;1909
1;7;4;1;0;1;4;0;0;1;26
1;2;2;1;0;2;9;1;0;2;52
1;6;4;3;0;2;6;0;0;3;371
1;3;3;1;1;3;2;0;0;12;69
1;5;3;1;0;2;7;0;0;10;86
1;2;2;1;0;2;7;0;0;1;91
2;6;4;1;0;2;7;0;0;3;46
2;4;3;1;0;2;3;0;1;15;46
2;#NULL!;999;1;1;2;4;0;0;7;3820
2;2;2;3;0;1;10;1;0;2;2707
2;7;4;3;0;2;7;0;0;5;371
2;8;4;2;1;2;5;0;1;16;371
2;6;4;3;0;2;8;1;0;6;371
2;6;4;1;0;2;5;0;0;0;31
2;2;2;3;0;3;9;1;0;0;2276
2;1;1;2;1;1;5;0;0;6;3649
2;1;1;1;0;3;10;1;0;0;1519
2;3;3;1;0;2;7;0;0;6;74
2;1;1;2;0;2;8;1;0;3;2270
2;2;2;1;0;2;9;1;0;2;69
2;1;1;3;1;3;4;0;0;8;2971
2;4;3;4;0;3;8;1;0;2;2110
2;6;4;3;0;2;7;0;0;4;285
2;6;4;3;1;2;5;0;0;12;228
2;5;3;3;0;2;9;1;0;2;285
2;2;2;1;0;2;0;0;0;1;1288
2;7;4;2;0;3;10;1;0;4;313
2;6;4;2;0;3;7;0;0;4;320
2;4;3;3;1;1;6;0;0;4;371
2;2;2;4;0;3;0;0;0;3;1668
2;2;2;1;0;2;10;1;0;0;52
2;7;4;4;0;2;8;1;0;2;349
2;4;3;2;1;2;8;1;0;2;456
2;1;1;1;0;3;10;1;0;3;2272
2;4;3;4;0;3;10;1;0;1;2708
2;7;4;3;0;3;9;1;0;1;348
2;7;4;2;0;2;10;1;0;10;371
2;3;3;3;1;2;8;1;0;3;3362
2;2;2;1;0;2;3;0;0;1;45
2;7;4;1;1;1;4;0;0;12;469
2;4;3;4;0;3;8;1;0;4;1950
2;1;1;1;0;2;8;1;0;3;1678
2;1;1;2;0;2;8;1;0;4;4287
2;5;3;2;0;2;9;1;0;4;370
2;2;2;1;1;2;8;1;0;1;86
2;7;4;1;0;3;99;0;0;9;46
2;6;4;1;0;3;10;1;0;2;30
2;7;4;3;0;3;8;1;0;2;314
2;6;4;2;0;2;4;0;0;3;314
2;3;3;4;0;2;10;1;0;0;2213
2;1;1;1;0;2;8;1;0;3;709
2;5;3;4;0;2;7;0;0;2;2886
2;2;2;4;0;2;8;1;0;2;2379
2;3;3;1;0;3;4;0;0;3;30
2;6;4;2;0;2;6;0;0;4;456
2;6;4;3;0;2;8;1;0;0;348
2;7;4;3;0;2;8;1;0;2;406
2;4;3;1;0;3;8;1;0;1;50
2;7;4;2;1;2;3;0;0;6;379
2;6;4;3;0;2;6;0;0;5;314
2;1;1;2;0;3;10;1;0;2;2492
2;1;1;1;0;3;5;0;0;11;2272
2;2;2;4;0;2;9;1;0;2;1668
2;2;2;1;0;2;7;0;0;0;47
2;4;3;1;0;2;7;0;0;4;91
2;2;2;3;0;2;10;1;1;16;3196
2;1;1;2;1;1;1;0;1;16;3945
2;2;2;4;0;2;10;1;0;1;3068
2;1;1;1;0;2;8;1;0;0;2489
2;8;4;1;0;1;4;0;0;11;46
2;2;2;3;0;3;9;1;0;4;2886
2;2;2;1;0;2;8;1;0;6;64
2;6;4;2;0;2;9;1;0;0;399
2;2;2;1;0;2;9;1;0;2;69
2;4;3;1;0;2;10;1;0;3;72
2;6;4;3;1;2;7;0;0;6;285
2;2;2;1;0;2;8;1;0;10;82
2;4;3;4;0;3;5;0;0;4;1668
2;4;3;1;0;2;9;1;0;4;47
2;1;1;1;0;2;5;0;0;8;2483
2;7;4;1;0;2;9;1;0;4;30
2;7;4;2;0;1;10;1;0;0;349
2;4;3;1;0;2;0;0;1;24;69
2;6;4;2;0;3;7;0;0;1;370
2;3;3;1;0;2;8;1;0;1;50
2;6;4;1;0;1;7;0;0;3;30
2;7;4;3;0;2;10;1;0;1;456
2;7;4;1;1;2;8;1;0;6;72
2;7;4;2;0;2;9;1;0;4;456
2;6;4;2;1;2;4;0;0;6;285
2;5;3;1;0;2;10;1;0;0;47
2;2;2;4;0;3;9;1;0;9;2110
2;3;3;1;1;2;6;0;0;6;25
2;7;4;1;0;2;9;1;0;2;46
2;1;1;1;0;2;7;0;0;6;2257
2;7;4;1;0;2;8;1;0;3;30
2;6;4;3;0;2;8;1;0;4;456
2;2;2;4;0;2;6;0;0;2;3237
2;3;3;4;0;3;3;0;0;7;2439
2;1;1;3;0;2;7;0;0;10;285
2;4;3;4;0;2;6;0;0;10;2129
2;4;3;4;0;3;2;0;0;3;2886
2;6;4;1;0;2;7;0;0;4;80
2;1;1;1;0;1;8;1;#NULL!;#NULL!;3453
2;1;1;2;0;2;9;1;0;0;2583
2;2;2;1;0;1;7;0;1;17;50
2;3;3;4;0;2;4;0;0;9;2955
2;6;4;3;0;2;5;0;0;6;314
2;2;2;1;0;2;9;1;0;1;88
2;2;2;3;0;2;9;1;0;4;3196
2;2;2;2;0;2;5;0;1;13;3622
2;3;3;3;0;2;8;1;0;2;2754
2;6;4;3;0;3;8;1;0;6;399
2;2;2;4;0;1;7;0;0;12;2867
2;6;4;4;0;2;5;0;0;4;313
2;1;1;1;0;3;8;1;0;4;38
2;5;3;4;0;3;9;1;0;2;2379
2;7;4;3;0;2;7;0;0;4;261
2;6;4;3;0;2;7;0;0;1;285
2;1;1;3;0;2;9;1;0;0;2361
2;6;4;2;0;1;7;0;0;1;469
2;7;4;2;1;1;6;0;0;3;406
2;2;2;2;0;2;8;1;0;0;3033
2;7;4;2;1;2;8;1;0;0;469
2;3;3;4;0;3;9;1;0;0;2886
2;1;1;1;0;2;99;0;0;0;2483
2;2;2;4;0;2;10;1;0;0;2129
2;7;4;1;1;1;5;0;1;19;38
2;3;3;1;1;2;7;0;0;6;93
2;1;1;2;0;2;8;1;0;0;2322
2;3;3;1;0;2;8;1;0;5;71
2;6;4;1;0;2;8;1;0;6;67
2;2;2;2;0;2;10;1;0;0;2424
2;4;3;1;1;2;2;0;0;2;80
2;1;1;2;0;3;8;1;0;3;2077
2;5;3;1;0;2;10;1;0;2;34
2;6;4;1;0;2;7;0;0;0;456
2;1;1;4;0;2;8;1;0;3;2298
2;1;1;1;0;2;8;1;0;3;1890
2;6;4;2;0;2;10;1;0;0;379
2;1;1;2;1;2;10;1;0;3;2270
2;2;2;2;0;2;10;1;#NULL!;#NULL!;1668
2;2;2;1;0;3;5;0;0;1;50
2;2;2;1;0;2;9;1;0;2;69
2;2;2;1;0;2;7;0;0;3;50
2;2;2;1;0;1;6;0;0;11;88
2;4;3;4;0;2;9;1;0;6;1668
2;6;4;4;0;3;10;1;0;3;313
2;6;4;1;0;2;7;0;0;4;52
2;2;2;1;0;2;9;1;0;0;54
2;1;1;2;0;3;9;1;#NULL!;#NULL!;2270
2;1;1;1;0;1;6;0;0;2;4564
2;2;2;1;0;2;5;0;0;8;91
2;4;3;1;0;2;7;0;0;4;34
2;3;3;1;0;2;9;1;0;8;271
2;3;3;2;1;1;9;1;0;10;554
2;6;4;3;0;2;8;1;0;0;497
2;6;4;3;0;3;5;0;0;10;249
2;4;3;4;0;3;10;1;0;0;2379
2;6;4;3;1;3;3;0;0;7;456
2;7;4;3;0;3;8;1;0;3;356
2;2;2;1;0;2;10;1;0;0;2388
2;1;1;1;0;2;10;1;0;0;2272
2;2;2;1;0;2;9;1;0;0;33
2;3;3;1;1;#NULL!;3;0;1;13;3241
2;2;2;2;0;2;1;0;0;4;2754
2;2;2;1;0;2;10;1;0;4;33
2;2;2;3;0;2;8;1;0;1;2867
2;6;4;2;0;2;10;1;0;2;249
2;8;4;3;1;2;3;0;0;11;371
2;1;1;1;1;1;8;1;0;2;1890
2;8;4;1;1;2;3;0;1;14;25
2;1;1;2;1;2;5;0;0;12;1919
2;4;3;4;0;2;10;1;0;0;1770
2;6;4;2;0;2;5;0;0;1;285
2;4;3;4;0;3;9;1;0;0;1668
2;6;4;2;0;2;7;0;0;1;271
2;7;4;1;0;2;3;0;0;5;37
2;6;4;2;0;2;8;1;0;3;412
2;7;4;2;1;2;8;1;0;7;371
2;7;4;3;1;2;8;1;#NULL!;#NULL!;469
2;2;2;3;0;1;9;1;0;1;2867
2;6;4;3;0;3;7;0;0;4;320
2;1;1;3;0;2;9;1;0;0;2322
2;2;2;4;0;3;9;1;0;2;3036
2;1;1;2;0;2;9;1;0;0;2242
2;1;1;1;0;3;2;0;0;1;2077
2;2;2;1;0;2;5;0;0;3;72
2;6;4;2;0;2;9;1;0;2;406
2;2;2;1;0;2;7;0;0;2;1188
2;2;2;1;0;2;8;1;0;4;86
2;8;4;1;0;2;10;1;#NULL!;#NULL!;46
2;7;4;4;0;3;8;1;0;3;249
2;1;1;3;0;2;8;1;0;0;2556
2;2;2;1;0;2;8;1;0;11;64
2;4;3;4;0;2;10;1;0;3;2129
2;2;2;2;0;3;9;1;0;0;4053
2;4;3;4;0;2;10;1;0;0;2129
2;6;4;4;0;3;8;1;0;2;314
2;6;4;2;0;1;8;1;0;0;469
2;5;3;1;0;3;8;1;0;2;50
2;1;1;2;0;2;10;1;0;0;3622
2;6;4;3;0;2;8;1;0;5;228
2;3;3;3;0;2;3;0;0;11;2707
2;4;3;4;0;2;9;1;0;2;2379
2;6;4;1;1;3;8;1;0;7;46
2;4;3;2;0;2;7;0;0;7;405
2;7;4;3;1;2;5;0;0;6;261
2;2;2;1;0;1;8;1;0;8;69
2;7;4;1;1;2;7;0;0;7;26
2;6;4;3;0;2;2;0;0;6;285
2;3;3;3;0;1;8;1;0;1;2424
2;7;4;2;0;3;7;0;0;0;371
2;2;2;3;0;3;9;1;0;1;1668
2;3;3;4;0;3;10;1;0;0;2276
2;2;2;3;0;2;9;1;0;0;2053
2;1;1;1;0;3;10;1;0;1;3241
2;4;3;4;0;2;7;0;0;4;1668
2;2;2;1;0;3;9;1;0;1;44
2;1;1;1;0;2;8;1;0;0;1678
2;3;3;4;0;3;9;1;0;2;2110
2;6;4;1;1;2;6;0;0;2;80
2;2;2;1;0;2;10;1;0;0;45
2;1;1;1;0;2;5;0;0;4;2272
2;1;1;2;0;1;8;1;0;3;2520
2;3;3;1;1;2;3;0;0;7;3820
2;6;4;2;0;2;1;0;0;1;320
2;1;1;2;0;2;10;1;0;0;2077
2;8;4;3;0;3;7;0;0;5;249
2;2;2;3;0;3;9;1;0;1;2886
2;7;4;1;0;2;7;0;0;9;46
2;7;4;1;1;2;9;1;0;0;59
2;7;4;1;1;2;6;0;0;2;80
2;2;2;1;0;2;8;1;0;6;53
2;2;2;2;0;2;10;1;0;1;2867
2;3;3;1;1;2;9;1;0;4;35
2;8;4;4;0;3;9;1;0;2;299
2;2;2;1;0;2;6;0;0;11;33
2;6;4;1;1;2;8;1;0;1;47
2;8;4;3;0;2;8;1;0;1;228
2;7;4;4;1;2;7;0;0;8;228
2;7;4;1;0;2;8;1;0;7;72
2;7;4;3;0;3;0;0;0;0;228
2;7;4;2;1;3;7;0;0;6;503
2;1;1;1;0;3;10;1;0;1;1890
2;2;2;1;0;#NULL!;6;0;0;9;1678
2;5;3;1;0;2;5;0;0;7;47
2;2;2;1;0;2;6;0;0;9;60
2;2;2;1;0;2;8;1;0;6;33
2;2;2;3;0;3;8;1;0;3;2276
2;8;4;2;1;2;1;0;0;7;554
2;3;3;4;0;2;6;0;0;5;2458
2;2;2;2;0;3;3;0;0;3;3087
2;5;3;4;0;2;7;0;0;4;2232
2;6;4;3;1;2;2;0;1;14;456
2;7;4;2;1;2;7;0;0;3;477
2;6;4;1;0;2;8;1;0;0;46
2;3;3;3;1;2;5;0;0;7;263
2;2;2;1;0;2;9;1;0;1;2489
2;6;4;3;0;2;8;1;0;1;319
2;8;4;3;0;1;2;0;1;14;399
2;4;3;1;0;2;7;0;#NULL!;#NULL!;33
2;1;1;2;0;1;9;1;0;0;2270
2;1;1;1;0;1;99;0;#NULL!;#NULL!;3453
2;6;4;1;0;2;8;1;0;1;33
2;2;2;1;0;3;10;1;0;12;52
2;3;3;3;0;2;9;1;0;0;263
2;2;2;2;0;2;8;1;0;4;2424
2;6;4;1;0;2;8;1;0;0;38
2;6;4;3;0;3;7;0;0;5;405
2;6;4;3;0;2;10;1;0;1;412
2;7;4;3;0;2;9;1;0;0;356
2;2;2;2;0;2;10;1;0;0;2458
2;7;4;2;0;1;9;1;0;0;313
2;2;2;2;0;1;8;1;0;5;3087
2;3;3;1;0;3;9;1;0;0;59
2;2;2;3;0;1;10;1;0;1;2626
2;6;4;3;0;3;4;0;1;14;271
2;6;4;3;1;1;9;1;0;3;379
2;2;2;1;0;2;10;1;0;2;47
2;2;2;2;0;3;8;1;0;0;2867
2;6;4;2;0;3;8;1;0;1;349
2;6;4;2;1;2;5;0;0;7;406
2;2;2;3;0;2;10;1;0;1;2110
2;4;3;4;0;3;9;1;0;0;2276
2;2;2;1;0;2;7;0;0;10;48
2;1;1;3;0;3;10;1;0;4;2242
2;2;2;4;0;2;8;1;0;3;2424
2;6;4;1;0;3;10;1;0;0;72
2;7;4;2;0;1;3;0;0;8;406
2;2;2;1;0;2;7;0;0;10;2257
2;1;1;2;0;1;7;0;0;6;4025
2;7;4;3;0;2;7;0;0;1;371
2;2;2;2;0;2;10;1;0;0;1668
2;7;4;3;0;2;9;1;0;1;319
2;6;4;1;0;2;7;0;0;9;38
2;6;4;3;0;2;10;1;0;0;319
2;2;2;3;0;3;8;1;0;7;1950
2;#NULL!;999;1;0;3;9;1;0;3;2350
2;1;1;3;0;3;10;1;0;0;2077
2;2;2;1;0;2;8;1;0;2;91
2;2;2;4;0;2;0;0;0;0;2213
2;6;4;2;0;2;4;0;0;5;348
2;6;4;1;0;1;7;0;0;4;46
2;7;4;3;0;3;8;1;0;3;399
2;2;2;2;0;2;10;1;0;1;2626
2;1;1;2;1;1;5;0;0;12;2333
2;4;3;1;0;2;9;1;0;4;47
2;2;2;1;0;3;10;1;0;0;47
2;1;1;1;0;2;5;0;0;10;4259
2;2;2;1;0;2;7;0;0;6;66
2;1;1;1;0;1;9;1;0;4;2257
2;1;1;2;0;2;3;0;0;8;3945
2;6;4;3;0;2;8;1;0;0;349
2;6;4;2;0;2;6;0;0;3;285
2;2;2;1;0;2;9;1;0;4;54
2;4;3;1;0;3;10;1;0;0;45
2;6;4;2;1;2;6;0;0;8;406
2;3;3;4;0;2;8;1;0;2;2100
2;7;4;2;0;2;8;1;0;1;406
2;6;4;2;0;2;8;1;0;8;313
2;1;1;4;0;2;8;1;0;0;2520
2;1;1;2;0;2;9;1;0;9;2077
2;8;4;1;1;1;8;1;0;10;67
2;6;4;2;0;2;7;0;0;4;348
2;2;2;1;0;2;7;0;0;3;74
2;1;1;2;0;2;8;1;0;1;2765
2;3;3;1;0;2;4;0;0;3;46
2;6;4;2;1;1;3;0;1;18;319
2;3;3;1;0;3;8;1;0;4;37
2;2;2;3;0;2;9;1;0;0;2322
2;2;2;1;1;2;2;0;0;11;64
2;7;4;1;0;2;10;1;0;0;60
2;4;3;4;0;2;9;1;0;5;2707
2;4;3;1;0;1;5;0;0;2;91
2;1;1;2;0;3;8;1;0;0;2105
2;#NULL!;999;1;1;3;10;1;0;12;67
2;1;1;3;0;2;8;1;0;6;348
2;2;2;4;0;2;8;1;0;4;2276
2;2;2;1;1;2;8;1;0;7;88
2;7;4;3;0;2;5;0;0;0;228
2;1;1;3;0;2;5;0;0;1;2737
2;3;3;4;0;2;7;0;0;1;3033
2;2;2;1;0;3;6;0;0;8;33
2;7;4;3;0;2;8;1;0;0;299
2;2;2;3;0;3;8;1;0;2;263
2;6;4;2;1;2;5;0;0;7;505
2;5;3;1;0;2;6;0;0;3;91
2;6;4;2;0;2;10;1;0;4;271
2;2;2;1;0;2;10;1;0;0;82
2;1;1;2;0;2;7;0;0;1;2077
2;2;2;2;1;1;6;0;0;3;2424
2;1;1;1;0;1;5;0;0;5;1678
2;7;4;2;0;1;8;1;0;1;285
2;5;3;1;0;2;8;1;0;3;35
2;5;3;1;0;2;9;1;0;4;38
2;2;2;3;0;3;8;1;0;0;3033
2;3;3;1;0;3;8;1;0;2;91
2;1;1;1;0;1;7;0;0;1;1919
2;6;4;3;0;2;8;1;0;3;285
2;1;1;1;0;1;8;1;0;2;3241
2;6;4;1;0;3;4;0;1;13;469
2;3;3;1;0;3;9;1;0;9;88
2;7;4;2;0;3;9;1;0;0;456
2;6;4;1;0;2;8;1;0;3;101
2;3;3;2;0;2;8;1;0;1;348
2;1;1;2;0;2;8;1;0;2;2077
2;7;4;1;0;2;8;1;0;4;52
2;7;4;2;1;1;5;0;0;11;477
2;1;1;2;0;2;8;1;0;4;3622
2;6;4;1;0;2;8;1;0;4;80
2;1;1;1;0;3;10;1;0;1;4053
2;2;2;4;0;3;1;0;0;2;2129
2;6;4;1;1;#NULL!;1;0;1;18;67
2;4;3;4;0;2;9;1;0;4;1668
2;2;2;3;0;2;8;1;0;1;2886
2;1;1;1;0;3;10;1;0;0;2077
2;3;3;3;0;2;2;0;#NULL!;#NULL!;3563
2;1;1;1;0;2;10;1;0;4;3720
2;6;4;3;0;2;9;1;0;2;235
2;3;3;3;0;3;10;1;0;1;271
2;1;1;1;0;2;7;0;0;4;2583
2;6;4;1;0;1;9;1;0;1;59
2;2;2;4;0;3;9;1;0;2;2886
2;2;2;3;0;2;9;1;0;0;1950
2;4;3;4;0;2;8;1;0;2;235
2;7;4;2;0;2;7;0;1;14;299
2;1;1;1;0;2;10;1;0;4;4564
2;6;4;2;1;2;8;1;0;4;505
2;2;2;1;0;3;9;1;0;4;52
2;2;2;3;0;3;9;1;0;1;1950
2;2;2;3;0;2;9;1;0;2;2424
2;2;2;4;0;2;10;1;0;3;1950
2;2;2;4;0;2;7;0;0;3;2424
2;1;1;3;0;1;8;1;0;6;3808
2;1;1;2;0;1;10;1;0;0;4025
2;3;3;1;0;2;3;0;1;13;58
2;7;4;1;0;2;7;0;0;1;67
2;2;2;3;0;3;9;1;0;1;2886
2;2;2;3;0;2;10;1;0;1;3033
2;7;4;4;0;2;5;0;1;15;248
2;2;2;3;0;1;10;1;0;3;2886
2;6;4;1;0;2;8;1;0;3;34
2;4;3;2;0;2;9;1;0;2;2886
2;1;1;1;0;2;8;1;0;5;2483
2;1;1;1;0;2;8;1;0;8;3622
2;1;1;2;0;2;98;0;0;2;2765
2;1;1;1;0;2;7;0;0;8;2489
2;6;4;1;0;2;7;0;1;18;67
2;1;1;1;0;2;10;1;0;3;2077
2;2;2;1;0;2;10;1;0;2;72
2;6;4;3;0;2;8;1;0;7;405
2;1;1;1;0;2;9;1;0;3;2751
2;1;1;4;0;2;8;1;0;6;322
2;1;1;1;0;1;10;1;0;0;3241
2;6;4;3;1;2;0;0;0;12;3196
2;2;2;1;0;2;4;0;0;3;66
2;2;2;3;0;3;8;1;0;2;2955
2;6;4;1;0;2;9;1;0;1;2272
2;7;4;1;1;2;7;0;1;13;348
2;2;2;3;0;2;8;1;0;0;2129
2;1;1;2;0;2;9;1;0;0;2971
2;4;3;4;0;2;8;1;0;1;2708
2;1;1;2;0;2;10;1;0;1;2333
2;#NULL!;999;1;0;3;10;1;0;10;91
2;1;1;1;0;2;5;0;0;4;3453
2;1;1;3;0;3;8;1;0;2;2077
2;2;2;3;0;3;1;0;0;1;2867
2;1;1;2;0;3;10;1;0;0;2657
2;6;4;1;1;2;5;0;0;9;33
2;4;3;1;0;2;7;0;0;8;39
2;2;2;1;1;1;4;0;0;6;34
2;3;3;1;0;3;10;1;0;0;34
2;2;2;1;0;3;9;1;0;3;37
2;3;3;4;0;2;8;1;0;9;3033
2;2;2;1;0;3;9;1;0;2;52
2;6;4;2;0;2;8;1;0;3;379
2;6;4;3;0;2;10;1;0;1;307
2;6;4;3;0;2;9;1;0;2;349
2;1;1;1;0;2;7;0;0;5;46
2;1;1;1;0;3;7;0;0;0;2257
2;2;2;2;0;2;10;1;0;0;2424
2;6;4;2;1;2;7;0;0;7;469
2;7;4;2;1;2;9;1;0;0;320
2;1;1;1;1;1;6;0;0;12;2492
2;2;2;1;0;2;2;0;0;11;2157
2;6;4;1;0;3;8;1;0;4;33
2;6;4;4;0;2;9;1;0;1;248
2;2;2;2;0;2;10;1;0;0;2110
2;6;4;2;1;2;8;1;0;3;412
2;2;2;2;0;3;8;1;0;0;2626
2;4;3;1;0;2;8;1;0;2;91
2;2;2;2;0;1;7;0;#NULL!;#NULL!;2908
2;2;2;4;0;2;8;1;0;4;3196
2;2;2;4;0;2;3;0;0;8;1668
2;2;2;3;0;#NULL!;1;0;0;1;2379
2;7;4;2;0;2;3;0;0;8;349
2;4;3;3;0;3;10;1;0;0;2110
2;7;4;2;0;2;10;1;0;0;456
2;5;3;2;0;2;6;0;0;5;554
2;4;3;4;0;2;8;1;0;0;2129
2;2;2;1;0;2;7;0;0;8;54
2;2;2;1;0;2;3;0;1;14;66
2;1;1;1;0;2;10;1;0;0;709
2;2;2;2;0;3;10;1;0;1;3036
2;2;2;2;1;2;8;1;0;9;2105
2;2;2;4;0;2;9;1;0;3;2424
2;3;3;4;0;1;9;1;0;2;2424
2;8;4;1;0;2;8;1;0;4;59
2;2;2;1;0;3;10;1;0;8;91
2;6;4;3;0;2;10;1;0;0;379
